,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
0,0,1694,Which customers made orders between 2009-01-01 and 2010-01-01? Find their names.,SELECT customers.customer_name FROM customers JOIN orders ON customers.customer_id = orders.customer_id WHERE orders.date_order_placed = '2009-01-01' OR orders.date_order_placed<'2010-01-01',"SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.date_order_placed >= ""2009-01-01"" AND T2.date_order_placed <= ""2010-01-01""",tianyi,10e9d7c9-18a5-4611-a92d-4c364070d01c,"F1, F2",zhengning,8afccbcc-bdd9-4e30-bff3-16a809dc1568,F2
1,1,1834,What is the founded year of the non public school that was founded most recently?,SELECT university.founded FROM university WHERE university.founded > (SELECT MAX( university.founded ) FROM university WHERE university.affiliation != 'public'),SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,tianyi,63cb7e43-77e4-46cb-bfea-dbf5fffb1683,"D1a, A1a, KA1b",zhengning,a5dcab51-a736-4596-9870-d55649e5c3c4,"A1a, KA1b"
2,2,2303,What are the ids of all students who played video games and sports?,SELECT plays_games.stuid FROM plays_games INTERSECT SELECT sportsinfo.sportname FROM sportsinfo,SELECT StuID FROM Sportsinfo INTERSECT SELECT StuID FROM Plays_games,tianyi,83459448-3642-4fa3-bc91-a5a333b1725c,CL1,zhengning,3e38d0e5-c062-4f69-8e4b-faff8f1f0e63,CL1
3,3,1728,"What are the names , themes , and number of singers for every concert ?","SELECT concert.concert_name , concert.theme , COUNT( * ) FROM concert JOIN singer_in_concert ON concert.concert_id = singer_in_concert.concert_id GROUP BY concert.theme","select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id",tianyi,ea78b826-53f5-4f19-b15c-e75f0cc44fd4,BN1,zhengning,45c3478b-4fe0-43cd-b7e8-b31ba988894f,"CL1, BN1"
4,4,1815,Show the album names and ids for albums that contain tracks with unit price bigger than 1.,"SELECT album.title , album.albumid FROM album JOIN track ON album.albumid = track.albumid WHERE track.unitprice > 1","SELECT T1.Title ,  T2.AlbumID FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId WHERE T2.UnitPrice  >  1 GROUP BY T2.AlbumID",tianyi,f14ab50c-3836-4e92-a503-f918a63f6391,AN2,zhengning,f13c984f-e2d9-4e6d-b04a-289d2310d2ee,"CL1, AN2"
5,5,2384,What model has the most different versions?,SELECT model_list.model FROM model_list GROUP BY model_list.model ORDER BY COUNT( * ) DESC LIMIT 1,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;,tianyi,e42d5108-7d9c-4d91-a691-b62d46ac3275,CL1,zhengning,91c4d498-66d3-48f7-8015-e49dabee6da8,CL1
6,6,2188,What is the maximum and minimum grade point of students who live in NYC?,"SELECT MAX( gradeconversion.gradepoint ) , MIN( gradeconversion.gradepoint ) FROM student WHERE student.city_code = 'NYC'","SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC""",tianyi,927ff72b-72a6-4c7f-88dc-1dc348aef8e1,CE2,zhengning,a356fe7f-3ce4-4e8d-abf4-b1dfad9c1aec,CE2
7,7,525,What are the advisors,SELECT student.advisor FROM student,SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2,tianyi,850aca7c-de59-4db8-8498-68c715054073,"A1f, AN2",zhengning,e05a76bf-d80e-4df3-bcd0-c38c643de429,"AN2, F4"
8,8,517,Count the number of video games with Massively multiplayer online game type .,SELECT COUNT( * ) FROM video_games WHERE video_games.gtype = 'Massively multiplayer online',"SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game""",tianyi,af78b05e-c021-4717-ac40-fa022434d774,D1,zhengning,20f4f639-e477-4a58-b9a8-b2f89c80c078,D1
9,9,1098,How many songs have 4 minute duration?,SELECT COUNT( * ) FROM files WHERE files.duration = '4',"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,b89c3446-b748-47d3-af41-f121dabc3980,D1,zhengning,d8fca387-5659-4276-b5b4-6d9f5a1fae10,D1c
10,10,2397,Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT shop.district FROM shop WHERE shop.number_products > 3000 INTERSECT SELECT shop.district FROM shop WHERE shop.number_products > 10000,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,tianyi,1679a504-b9d5-4b2d-95f2-99a1ae55426b,F1,zhengning,8f4d92ff-5646-407c-a61f-5862bd036b8b,D1c
11,11,1504,What is the total number of all football games played by scholarship students?,SELECT SUM( sportsinfo.gamesplayed ) FROM sportsinfo WHERE sportsinfo.sportname = 'football' AND sportsinfo.onscholarship = 'y',"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",tianyi,5eef9c64-3327-46db-b1d6-8dead6bc04f7,D1a,zhengning,c37b81c3-d626-476f-8ddc-00f81f06c187,D1a
12,12,1047,Find the city and name of bank branches that provide business loans.,"SELECT bank.bname , bank.city FROM bank JOIN loan ON bank.branch_id = loan.branch_id WHERE loan.loan_type = 'business'","SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",tianyi,a002b9c9-1f5e-463a-9f63-515d9508a2d8,D1a,zhengning,f012fd26-8690-4ded-9991-0d3132af9bd6,D1a
13,13,1048,What are the names and cities of bank branches that offer loans for business?,"SELECT bank.bname , bank.city FROM bank JOIN loan ON bank.branch_id = loan.branch_id WHERE loan.loan_type = 'business'","SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",tianyi,31ce1b92-60b3-40a2-aaf9-9253cfbe34b8,D1a,zhengning,1ccd8c87-cb62-4853-97e4-f70105b01a45,D1a
14,14,1737,How many car models are produced by each maker ? Only list the count and the maker full name .,"SELECT COUNT( * ) , car_makers.fullname FROM car_makers JOIN model_list ON car_makers.id = model_list.maker GROUP BY car_makers.maker","select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;",tianyi,64b4734a-2ab7-41ed-9d00-5df31a22c727,BE5,zhengning,9c5314f6-96ad-4fc9-bb23-43e07a7c100c,"CL1, BN1"
15,15,248,How many times in total did the team Boston Red Stockings participate in postseason games?,SELECT * FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' UNION SELECT * FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,tianyi,cb8fd312-b7f9-40dc-b7ea-8af288e0ae9e,BL3,zhengning,da7bcf37-9d56-4773-9aca-3fe1eb843a65,"L5, CE2"
16,16,1648,"What is the name, city, country, and elevation for every airport in the city of New York?","SELECT airports.name , airports.country , airports.country , airports.elevation FROM airports WHERE airports.city = 'New York'","SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'",tianyi,d52ac067-1144-4716-a182-ce703cf48a09,BL2,zhengning,4b0c0392-744f-4761-b7c2-b9002c1797ba,"BL2, BL3"
17,17,2375,Which distinct car models are the produced after 1980?,SELECT DISTINCT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE cars_data.year > 1980,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,tianyi,3d444ee8-bf86-49a9-a5cf-bc26faa44fe7,CE3,zhengning,33530922-e5a1-4176-ab49-4268215ffa78,CE2
18,18,1695,Give me a list of distinct product ids from orders placed between 1975-01-01 and 1976-01-01?,SELECT DISTINCT order_items.product_id FROM orders JOIN order_items ON orders.order_id = order_items.order_id WHERE orders.date_order_placed = '1975-01-01' OR orders.date_order_placed<'1976-01-01',"SELECT DISTINCT T2.product_id FROM orders AS T1 JOIN order_items AS T2 ON T1.order_id = T2.order_id WHERE T1.date_order_placed >= ""1975-01-01"" AND T1.date_order_placed <= ""1976-01-01""",tianyi,189ea93e-757c-4186-b857-d2f2ae49023e,"F1, F2",zhengning,4ab454ad-2724-43ba-8a73-43dc0b691fa6,"F1, D1"
19,19,2055,How many patients' prescriptions are made by physician John Dorian?,SELECT COUNT( * ) FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE physician.name = 'John Dorian',"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian""",tianyi,45a6822c-a76e-4087-bd26-37d06bd61f30,"BL1, CL1, CE2",zhengning,3f6192ba-3916-4368-885f-504cf98262f4,"BL1, CE2"
20,20,2352,Return the number of routes with destination airport in Italy operated by the airline with name 'American Airlines'.,SELECT COUNT( * ) FROM routes JOIN airlines ON routes.alid = airlines.alid JOIN airports ON routes.dst_apid = airports.apid WHERE airports.country = 'American Airlines' AND airlines.country = 'Italy',SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid JOIN airlines AS T3 ON T1.alid  =  T3.alid WHERE T2.country  =  'Italy' AND T3.name  =  'American Airlines',tianyi,1061c8e4-dc79-49f8-9214-e861e80df620,BF4,zhengning,9a64c318-3360-424c-977a-8df8c737b776,BF4
21,21,877,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,SELECT SUM( checking.balance ) FROM accounts JOIN savings ON accounts.custid = savings.custid ORDER BY checking.balance ASC,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,tianyi,4a06fe32-1226-4bfc-a563-7a906fc2bfc9,"BL3, L4",zhengning,10674ad1-c375-465d-b5d1-cac90c6a2fe7,BL1
22,22,1148,How many games were played in city Atlanta in 2000?,SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 2000 AND park.city = 'Atlanta',SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year  =  2000 AND T2.city  =  'Atlanta';,tianyi,8cff8682-890e-4e7c-b139-300322684e69,BF4,zhengning,fa253ef0-3630-41d0-90b7-b1e4941f39e4,BF4
23,23,1807,find the pixel aspect ratio and nation of the tv channels that do not use English.,"SELECT DISTINCT tv_channel.pixel_aspect_ratio_par , tv_channel.country FROM tv_channel WHERE tv_channel.language != 'English'","SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'",tianyi,4c78cc3f-5aa7-4802-afb8-842201f5d4b0,A2a,zhengning,32a7c383-8d09-42fc-b05e-249f441a1301,A2a
24,24,1137,What are the maximum scores the team Boston Red Stockings got when the team won in postseason?,SELECT MAX( postseason.league_id_loser ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',SELECT max(T1.wins) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings';,tianyi,f60da818-edf5-45d5-86d7-c2ad7e61bd3d,BL1,zhengning,e08503b8-c226-4776-b80d-e8998e421360,BE5
25,25,306,How many companies are headquartered in the US?,SELECT COUNT( * ) FROM company WHERE company.headquarters = 'US',SELECT count(*) FROM company WHERE Headquarters  =  'USA',tianyi,73cec21a-6099-4ece-9d1f-8838a94dfc32,D1,zhengning,ffaabc17-208f-42d5-9b40-9fe83004d152,D1c
26,26,1952,What are the names of customers who have both savings and checking accounts?,SELECT customer.cust_name FROM customer WHERE customer.acc_type = 'checking' INTERSECT SELECT customer.cust_name FROM customer WHERE customer.acc_type = 'checking',SELECT cust_name FROM customer WHERE acc_type  =  'saving' INTERSECT SELECT cust_name FROM customer WHERE acc_type  =  'checking',tianyi,80478c4b-4caf-4b8e-ba2b-80daafbb0df4,D1,zhengning,33c97bff-e4b8-4fde-a11b-f27e21629309,D1
27,27,1147,"Count the number of games taken place in park ""Columbia Park"" in 1907.",SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 1907 AND park.park_alias = 'Columbia Park',SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';,tianyi,8e22390e-bba8-49e0-9cca-9571a9a596a7,BF4,zhengning,f84381ef-cbb2-49a5-a7ff-e7ca9e7d997b,BF4
28,28,1988,What are the names of the artists that are from the UK and sang songs in English?,SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'UK' AND song.languages = 'English',"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT artist_name FROM song WHERE languages  =  ""english""",tianyi,5eef5333-b3cd-46a8-9b70-8ca0ac2e15ec,D1a,zhengning,89250c73-4bb6-48ff-b5c9-35dfa7da353f,"A1g, D1a"
29,29,445,How many schools have some students playing in goalie and mid positions.,SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'goalie' INTERSECT SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'mid',SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),tianyi,5877c784-e077-4863-b960-49b7583ba754,BL3,zhengning,d19ad284-d6ff-4432-bb1e-61720b55ea53,L5
30,30,2372,What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT( * ) FROM stadium JOIN concert ON stadium.stadium_id = concert.stadium_id ORDER BY stadium.capacity DESC LIMIT 1,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),tianyi,7f218586-73f4-4251-9815-ba27684dcddb,CL1,zhengning,130dc403-3e6a-4c72-9f30-c59a3c5e077a,"BL3, E1"
31,31,1726,"For each stadium, how many concerts play there?","SELECT stadium.stadium_id , COUNT( * ) FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id GROUP BY concert.stadium_id","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id",tianyi,1c3ec481-fe04-49bb-bffb-1bd4d739d3ed,BL1,zhengning,93a84e81-bf17-477b-bbd4-a762dfda5a1b,BL1
32,32,1188,Find the number of rooms for different block code?,"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode","SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode",tianyi,6ea652f1-99f0-4f2e-80ee-c063eb73387d,A1,zhengning,e69e8fe5-337b-4449-8155-bfa123ef4706,E1
33,33,237,Find the names of all English songs.,SELECT song.song_name FROM song WHERE song.languages = 'English',"SELECT song_name FROM song WHERE languages  =  ""english""",tianyi,d6091559-6fc2-4c58-af71-277ce597b7f2,D1a,zhengning,eb92ae81-a756-4ff7-a203-89694ebca48f,D1a
34,34,526,How many sports do we have?,SELECT COUNT( * ) FROM sportsinfo,SELECT count(DISTINCT sportname) FROM Sportsinfo,tianyi,898fc519-fc88-44d3-aba5-4e1cb05f8473,BL3,zhengning,faef5e01-c56c-4356-9c25-b0b4c2d6b383,"BL1, A1b"
35,35,2381,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.",SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid ORDER BY cars_data.mpg DESC LIMIT 1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;,tianyi,f399f617-aff7-417b-ac8e-b08ef10165ad,"CL1, CE3",zhengning,6bcb2c1f-5688-4d8e-975e-cc7a6fba1768,CL1
36,36,1827,"What are the ids, names and FDA approval status of medicines in descending order of the number of enzymes that it can interact with.","SELECT medicine.id , medicine.name , COUNT( * ) FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id GROUP BY medicine.id ORDER BY COUNT( * ) DESC LIMIT 1","SELECT T1.id ,  T1.Name ,  T1.FDA_approved FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id ORDER BY count(*) DESC",tianyi,bc5bd9ce-9b4d-4442-8648-a747aefeb666,"BL3, F3",zhengning,d55b9024-71b9-4171-a6aa-b27abc24f897,F3
37,37,487,How many diffrent dorm amenities are there?,SELECT COUNT( DISTINCT dorm_amenity.amenity_name ) FROM dorm JOIN has_amenity ON dorm.dormid = has_amenity.dormid JOIN dorm_amenity ON has_amenity.amenid = dorm_amenity.amenid,SELECT count(*) FROM dorm_amenity,tianyi,f967ce0e-f8c8-4ee7-896b-83e965c1fefd,"F3, A1b",zhengning,70627312-edb7-4c89-9e92-ea09d4db215a,"E1, A1b"
38,38,922,List roles that have more than one employee. List the role description and number of employees.,"SELECT roles.role_description , COUNT( employees.employee_id ) FROM employees JOIN employees ON employees.role_code = employees.employee_id WHERE roles.role_description != roles.role_description GROUP BY employees.role_code","SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",tianyi,c0c9bb4b-cccf-4eec-acb2-5260328314bb,"CE3, F3, A1f",zhengning,e8222ee7-d9fd-4ee1-85b4-bb402cdaf473,"F4, F3, BE5"
39,39,2396,Which shops run with no employees? Find the shop names,SELECT shop.name FROM shop WHERE shop.shop_id = 'no',SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),tianyi,c97447c2-1c8c-443b-9827-77a9e21be50f,D1,zhengning,8d48939c-97b8-43c6-ae09-7523478351ff,F4
40,40,1579,Give the ids for documents that have the budget description 'Government'.,SELECT documents.document_id FROM documents WHERE documents.document_description = 'Government',"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government""",tianyi,4e7c1879-28d6-408b-b796-c35d29085b47,"CL1, CE2",zhengning,ae5d0eb5-ad4b-4138-b5a3-ac60d8a9accc,"CL1, CE3"
41,41,2148,What is the total amount of grant money for research?,SELECT SUM( grants.grant_amount ) FROM grants WHERE grants.grant_id = 'research',SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type  =  T3.organisation_type WHERE T3.organisation_type_description  =  'Research',tianyi,81adfe16-e0b0-44b0-8a5e-5e36d0d7f11f,"D1a, BF4, CF5, CE2",zhengning,9bf6dc8f-7c82-44d8-bcf0-f888c5fc5456,"CE2, BF4"
